State_Or_UT,Years,Cause,Male_upto_14_years,Male_15_to_29_years,Male_30_to_44_years,Male_45_to_59_years,Male_above_60_years,Total_Male,Female_upto_14_years,Female_15_to_29_years,Female_30_to_44_years,Female_45_to_59_years,Female_above_60_years,Total_Female,Grand_Total,Age_upto_14_years,Age_15_to_29_years,Age_30_to_44_years,Age_45_to_59_years,Age_above_60_years
ANDHRA PRADESH,2008,Total,91,2714,3669,2477,770,9721,122,1882,1584,738,307,4633,14354,213,4596,5253,3215,1077
ANDHRA PRADESH,2008,Total Illness,18,606,978,758,340,2700,28,681,557,264,173,1703,4403,46,1287,1535,1022,513
ANDHRA PRADESH,2009,Bankruptcy,1,143,403,176,38,761,7,34,65,16,5,127,888,8,177,468,192,43
ANDHRA PRADESH,2009,Suspected/Illicit Relation,0,7,18,1,1,27,0,19,15,1,0,35,62,0,26,33,2,1
ANDHRA PRADESH,2009,Cancellation/Non-Settlement of Marriage,0,18,3,0,0,21,0,23,4,2,0,29,50,0,41,7,2,0
ANDHRA PRADESH,2009,Infertility,0,1,10,2,0,13,0,20,18,3,0,41,54,0,21,28,5,0
ANDHRA PRADESH,2009,Illness (Aids/STD),0,30,71,24,6,131,0,7,5,11,0,23,154,0,37,76,35,6
ANDHRA PRADESH,2009,Cancer,0,7,9,11,9,36,0,7,10,3,6,26,62,0,14,19,14,15
ANDHRA PRADESH,2009,Paralysis,0,7,15,20,54,96,0,4,13,8,17,42,138,0,11,28,28,71
ANDHRA PRADESH,2009,Insanity/Mental Illness,6,132,190,101,71,500,3,132,88,49,49,321,821,9,264,278,150,120
ANDHRA PRADESH,2009,Other Prolonged Illness,10,422,608,596,248,1884,14,435,342,229,90,1110,2994,24,857,950,825,338
ANDHRA PRADESH,2009,Death of Dear Person,0,2,31,26,9,68,1,8,2,7,5,23,91,1,10,33,33,14
ANDHRA PRADESH,2009,Dowry Dispute,0,1,10,5,0,16,0,146,12,2,0,160,176,0,147,22,7,0
ANDHRA PRADESH,2009,Divorce,0,1,1,11,0,13,0,2,7,3,0,12,25,0,3,8,14,0
ANDHRA PRADESH,2009,Drug Abuse/Addiction,0,25,31,14,4,74,0,0,0,2,1,3,77,0,25,31,16,5
ANDHRA PRADESH,2009,Failure in Examination,8,114,13,0,0,135,9,65,4,0,0,78,213,17,179,17,0,0
ANDHRA PRADESH,2009,Fall in Social Reputation,0,11,41,13,4,69,0,21,15,20,5,61,130,0,32,56,33,9
ANDHRA PRADESH,2009,Family Problems,9,503,716,359,48,1635,24,360,290,176,24,874,2509,33,863,1006,535,72
ANDHRA PRADESH,2009,Ideological Causes/Hero Worshipping,0,18,5,69,0,92,0,1,1,0,0,2,94,0,19,6,69,0
ANDHRA PRADESH,2009,Illegitimate Pregnancy,0,0,0,0,0,0,0,3,1,0,0,4,4,0,3,1,0,0
ANDHRA PRADESH,2009,Love Affairs,4,112,22,0,0,138,6,81,11,0,0,98,236,10,193,33,0,0
ANDHRA PRADESH,2009,"Physical Abuse (Rape,Incest Etc.)",0,1,1,1,0,3,0,1,0,0,0,1,4,0,2,1,1,0
ANDHRA PRADESH,2009,Poverty,0,218,456,401,94,1169,2,92,124,90,37,345,1514,2,310,580,491,131
ANDHRA PRADESH,2009,Professional/Career Problem,0,6,18,68,12,104,0,3,3,11,0,17,121,0,9,21,79,12
ANDHRA PRADESH,2009,Property Dispute,0,40,37,24,1,102,0,11,7,3,0,21,123,0,51,44,27,1
ANDHRA PRADESH,2009,Unemployment,0,95,60,79,0,234,0,14,8,2,0,24,258,0,109,68,81,0
ANDHRA PRADESH,2009,Causes Not known,3,239,289,165,79,775,11,75,78,32,19,215,990,14,314,367,197,98
ANDHRA PRADESH,2009,Other Causes,26,574,664,420,107,1791,50,370,297,159,45,921,2712,76,944,961,579,152
ANDHRA PRADESH,2009,Total,67,2727,3722,2586,785,9887,127,1934,1420,829,303,4613,14500,194,4661,5142,3415,1088
ANDHRA PRADESH,2009,Total Illness,16,598,893,752,388,2647,17,585,458,300,162,1522,4169,33,1183,1351,1052,550
ANDHRA PRADESH,2010,Bankruptcy,0,124,304,157,31,616,0,34,47,8,6,95,711,0,158,351,165,37
ANDHRA PRADESH,2010,Suspected/Illicit Relation,0,20,32,3,0,55,2,38,28,5,0,73,128,2,58,60,8,0
ANDHRA PRADESH,2010,Cancellation/Non-Settlement of Marriage,0,33,15,2,0,50,0,32,7,2,1,42,92,0,65,22,4,1
ANDHRA PRADESH,2010,Infertility,0,2,1,0,0,3,0,24,16,0,0,40,43,0,26,17,0,0
ANDHRA PRADESH,2010,Illness (Aids/STD),0,52,43,32,3,130,0,36,25,12,5,78,208,0,88,68,44,8
ANDHRA PRADESH,2010,Cancer,0,15,27,32,4,78,0,13,36,18,5,72,150,0,28,63,50,9
ANDHRA PRADESH,2010,Paralysis,0,6,12,28,24,70,0,4,7,5,10,26,96,0,10,19,33,34
ANDHRA PRADESH,2010,Insanity/Mental Illness,3,199,222,121,69,614,20,143,106,52,37,358,972,23,342,328,173,106
ANDHRA PRADESH,2010,Other Prolonged Illness,25,569,613,617,335,2159,24,452,338,250,196,1260,3419,49,1021,951,867,531
ANDHRA PRADESH,2010,Death of Dear Person,0,22,22,12,5,61,2,22,8,3,3,38,99,2,44,30,15,8
ANDHRA PRADESH,2010,Dowry Dispute,0,3,0,0,0,3,0,86,19,3,0,108,111,0,89,19,3,0
ANDHRA PRADESH,2010,Divorce,0,3,3,0,0,6,0,9,8,8,0,25,31,0,12,11,8,0
ANDHRA PRADESH,2010,Drug Abuse/Addiction,0,20,34,35,7,96,0,2,3,1,2,8,104,0,22,37,36,9
ANDHRA PRADESH,2010,Failure in Examination,15,145,0,0,0,160,15,74,0,0,0,89,249,30,219,0,0,0
ANDHRA PRADESH,2010,Fall in Social Reputation,0,59,54,29,9,151,0,43,20,7,1,71,222,0,102,74,36,10
ANDHRA PRADESH,2010,Family Problems,0,651,698,392,74,1815,0,417,284,102,53,856,2671,0,1068,982,494,127
ANDHRA PRADESH,2010,Ideological Causes/Hero Worshipping,0,12,7,1,0,20,0,10,7,3,0,20,40,0,22,14,4,0
ANDHRA PRADESH,2010,Illegitimate Pregnancy,0,0,0,0,0,0,0,8,4,0,0,12,12,0,8,4,0,0
ANDHRA PRADESH,2010,Love Affairs,0,203,25,1,0,229,2,109,12,0,0,123,352,2,312,37,1,0
ANDHRA PRADESH,2010,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0
ANDHRA PRADESH,2010,Poverty,0,287,478,381,98,1244,2,144,102,33,8,289,1533,2,431,580,414,106
ANDHRA PRADESH,2010,Professional/Career Problem,0,43,38,17,5,103,0,8,5,1,0,14,117,0,51,43,18,5
ANDHRA PRADESH,2010,Property Dispute,0,43,55,27,2,127,0,6,14,6,1,27,154,0,49,69,33,3
ANDHRA PRADESH,2010,Unemployment,0,87,53,4,0,144,0,26,15,2,0,43,187,0,113,68,6,0
ANDHRA PRADESH,2010,Causes Not known,29,423,516,262,106,1336,39,143,153,62,29,426,1762,68,566,669,324,135
ANDHRA PRADESH,2010,Other Causes,23,509,610,413,122,1677,24,260,308,95,72,759,2436,47,769,918,508,194
ANDHRA PRADESH,2010,Total,95,3530,3862,2566,894,10947,130,2145,1572,678,429,4954,15901,225,5675,5434,3244,1323
ANDHRA PRADESH,2010,Total Illness,28,841,917,830,435,3051,44,648,512,337,253,1794,4845,72,1489,1429,1167,688
ANDHRA PRADESH,2011,Bankruptcy,0,165,388,337,104,994,1,40,64,11,4,120,1114,1,205,452,348,108
ANDHRA PRADESH,2011,Suspected/Illicit Relation,0,19,28,3,0,50,2,62,15,3,0,82,132,2,81,43,6,0
ANDHRA PRADESH,2011,Cancellation/Non-Settlement of Marriage,0,69,17,0,0,86,0,33,14,0,0,47,133,0,102,31,0,0
ANDHRA PRADESH,2011,Infertility,0,8,15,1,0,24,0,26,25,9,0,60,84,0,34,40,10,0
ANDHRA PRADESH,2011,Illness (Aids/STD),0,6,32,10,3,51,0,4,9,5,0,18,69,0,10,41,15,3
ANDHRA PRADESH,2011,Cancer,0,4,11,14,3,32,0,0,4,11,6,21,53,0,4,15,25,9
ANDHRA PRADESH,2011,Paralysis,0,4,15,10,23,52,0,5,7,2,3,17,69,0,9,22,12,26
ANDHRA PRADESH,2011,Insanity/Mental Illness,8,173,200,135,141,657,10,140,108,108,40,406,1063,18,313,308,243,181
ANDHRA PRADESH,2011,Other Prolonged Illness,20,445,529,526,225,1745,20,516,318,185,116,1155,2900,40,961,847,711,341
ANDHRA PRADESH,2011,Death of Dear Person,0,1,9,5,1,16,3,11,2,8,5,29,45,3,12,11,13,6
ANDHRA PRADESH,2011,Dowry Dispute,0,21,42,9,1,73,0,201,151,5,0,357,430,0,222,193,14,1
ANDHRA PRADESH,2011,Divorce,0,20,11,6,0,37,0,7,17,0,0,24,61,0,27,28,6,0
ANDHRA PRADESH,2011,Drug Abuse/Addiction,3,35,48,21,8,115,0,5,3,1,2,11,126,3,40,51,22,10
ANDHRA PRADESH,2011,Failure in Examination,2,86,0,0,0,88,12,79,2,0,0,93,181,14,165,2,0,0
ANDHRA PRADESH,2011,Fall in Social Reputation,0,10,20,6,0,36,0,3,0,3,0,6,42,0,13,20,9,0
ANDHRA PRADESH,2011,Family Problems,7,599,701,432,93,1832,17,470,288,130,42,947,2779,24,1069,989,562,135
ANDHRA PRADESH,2011,Ideological Causes/Hero Worshipping,0,1,0,0,0,1,0,1,2,0,0,3,4,0,2,2,0,0
ANDHRA PRADESH,2011,Illegitimate Pregnancy,0,0,0,0,0,0,0,15,1,0,0,16,16,0,15,1,0,0
ANDHRA PRADESH,2011,Love Affairs,3,151,15,2,0,171,15,142,8,0,0,165,336,18,293,23,2,0
ANDHRA PRADESH,2011,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,1,2,1,0,0,4,4,1,2,1,0,0
ANDHRA PRADESH,2011,Poverty,12,200,402,284,53,951,5,102,119,63,12,301,1252,17,302,521,347,65
ANDHRA PRADESH,2011,Professional/Career Problem,0,14,25,30,8,77,0,7,4,0,0,11,88,0,21,29,30,8
ANDHRA PRADESH,2011,Property Dispute,0,24,39,71,9,143,0,7,33,0,2,42,185,0,31,72,71,11
ANDHRA PRADESH,2011,Unemployment,0,64,41,2,1,108,0,32,21,1,0,54,162,0,96,62,3,1
ANDHRA PRADESH,2011,Causes Not known,22,267,414,280,141,1124,22,121,149,65,38,395,1519,44,388,563,345,179
ANDHRA PRADESH,2011,Other Causes,35,442,549,526,105,1657,35,253,190,53,42,573,2230,70,695,739,579,147
ANDHRA PRADESH,2011,Total,112,2828,3551,2710,919,10120,143,2284,1555,663,312,4957,15077,255,5112,5106,3373,1231
ANDHRA PRADESH,2011,Total Illness,28,632,787,695,395,2537,30,665,446,311,165,1617,4154,58,1297,1233,1006,560
ANDHRA PRADESH,2012,Bankruptcy,1,144,400,185,55,785,0,32,48,25,16,121,906,1,176,448,210,71
ANDHRA PRADESH,2012,Suspected/Illicit Relation,0,24,21,4,0,49,1,51,30,5,0,87,136,1,75,51,9,0
ANDHRA PRADESH,2012,Cancellation/Non-Settlement of Marriage,0,30,9,1,0,40,0,28,11,4,3,46,86,0,58,20,5,3
ANDHRA PRADESH,2012,Infertility,0,4,9,1,1,15,0,36,36,6,0,78,93,0,40,45,7,1
ANDHRA PRADESH,2012,Illness (Aids/STD),0,21,53,20,9,103,0,10,12,11,9,42,145,0,31,65,31,18
ANDHRA PRADESH,2012,Cancer,0,17,24,20,18,79,0,14,19,18,4,55,134,0,31,43,38,22
ANDHRA PRADESH,2012,Paralysis,0,1,44,30,45,120,0,3,17,15,7,42,162,0,4,61,45,52
ANDHRA PRADESH,2012,Insanity/Mental Illness,2,208,248,148,158,764,1,140,128,82,47,398,1162,3,348,376,230,205
ANDHRA PRADESH,2012,Other Prolonged Illness,8,330,441,476,228,1483,19,448,354,195,130,1146,2629,27,778,795,671,358
ANDHRA PRADESH,2012,Death of Dear Person,1,11,18,14,11,55,0,11,12,20,6,49,104,1,22,30,34,17
ANDHRA PRADESH,2012,Dowry Dispute,0,2,2,0,0,4,0,161,30,0,0,191,195,0,163,32,0,0
ANDHRA PRADESH,2012,Divorce,0,5,5,2,0,12,0,8,10,0,0,18,30,0,13,15,2,0
ANDHRA PRADESH,2012,Drug Abuse/Addiction,0,44,63,31,13,151,1,4,4,1,3,13,164,1,48,67,32,16
ANDHRA PRADESH,2012,Failure in Examination,8,75,10,0,0,93,11,62,2,0,0,75,168,19,137,12,0,0
ANDHRA PRADESH,2012,Fall in Social Reputation,1,15,34,14,4,68,2,11,9,7,1,30,98,3,26,43,21,5
ANDHRA PRADESH,2012,Family Problems,4,524,757,425,106,1816,18,385,287,117,28,835,2651,22,909,1044,542,134
ANDHRA PRADESH,2012,Ideological Causes/Hero Worshipping,0,17,13,0,1,31,0,4,0,0,0,4,35,0,21,13,0,1
ANDHRA PRADESH,2012,Illegitimate Pregnancy,0,0,0,0,0,0,1,8,0,0,0,9,9,1,8,0,0,0
ANDHRA PRADESH,2012,Love Affairs,0,138,22,5,1,166,15,104,15,4,1,139,305,15,242,37,9,2
ANDHRA PRADESH,2012,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,6,20,8,2,0,36,36,6,20,8,2,0
ANDHRA PRADESH,2012,Poverty,2,198,340,277,60,877,0,66,82,61,10,219,1096,2,264,422,338,70
ANDHRA PRADESH,2012,Professional/Career Problem,0,10,32,23,3,68,0,11,5,2,0,18,86,0,21,37,25,3
ANDHRA PRADESH,2012,Property Dispute,0,27,70,74,14,185,0,23,47,15,3,88,273,0,50,117,89,17
ANDHRA PRADESH,2012,Unemployment,0,76,63,9,0,148,0,30,26,7,1,64,212,0,106,89,16,1
ANDHRA PRADESH,2012,Causes Not known,23,232,383,207,85,930,20,121,83,47,15,286,1216,43,353,466,254,100
ANDHRA PRADESH,2012,Other Causes,15,390,567,374,139,1485,48,255,191,86,42,622,2107,63,645,758,460,181
ANDHRA PRADESH,2012,Total,65,2543,3628,2340,951,9527,143,2046,1466,730,326,4711,14238,208,4589,5094,3070,1277
ANDHRA PRADESH,2012,Total Illness,10,577,810,694,458,2549,20,615,530,321,197,1683,4232,30,1192,1340,1015,655
ARUNACHAL PRADESH,2001,Bankruptcy,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,0,0,0
ARUNACHAL PRADESH,2001,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ARUNACHAL PRADESH,2001,Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Other Prolonged Illness,0,0,1,1,0,2,0,1,0,0,0,1,3,0,1,1,1,0
ARUNACHAL PRADESH,2001,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Family Problems,0,0,0,0,0,0,0,4,0,1,0,5,5,0,4,0,1,0
ARUNACHAL PRADESH,2001,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Love Affairs,0,1,0,0,0,1,0,2,0,0,0,2,3,0,3,0,0,0
ARUNACHAL PRADESH,2001,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Poverty,0,0,3,1,0,4,0,0,0,0,0,0,4,0,0,3,1,0
ARUNACHAL PRADESH,2001,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Causes Not known,2,23,34,9,1,69,2,11,9,0,0,22,91,4,34,43,9,1
ARUNACHAL PRADESH,2001,Other Causes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2001,Total,2,24,38,11,1,76,2,23,9,1,0,35,111,4,47,47,12,1
ARUNACHAL PRADESH,2001,Total Illness,0,0,1,1,0,2,0,1,0,0,0,1,3,0,1,1,1,0
ARUNACHAL PRADESH,2002,Bankruptcy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Suspected/Illicit Relation,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ARUNACHAL PRADESH,2002,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Paralysis,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ARUNACHAL PRADESH,2002,Insanity/Mental Illness,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,1
ARUNACHAL PRADESH,2002,Other Prolonged Illness,0,1,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,1
ARUNACHAL PRADESH,2002,Death of Dear Person,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ARUNACHAL PRADESH,2002,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Failure in Examination,0,1,0,0,0,1,0,1,0,0,0,1,2,0,2,0,0,0
ARUNACHAL PRADESH,2002,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Family Problems,0,3,2,1,0,6,0,2,1,0,0,3,9,0,5,3,1,0
ARUNACHAL PRADESH,2002,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Love Affairs,0,1,0,0,0,1,0,2,0,0,0,2,3,0,3,0,0,0
ARUNACHAL PRADESH,2002,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Poverty,0,1,0,0,0,1,0,2,0,0,0,2,3,0,3,0,0,0
ARUNACHAL PRADESH,2002,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Causes Not known,1,13,33,8,1,56,2,20,10,1,1,34,90,3,33,43,9,2
ARUNACHAL PRADESH,2002,Other Causes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2002,Total,1,20,38,9,3,71,2,28,11,1,1,43,114,3,48,49,10,4
ARUNACHAL PRADESH,2002,Total Illness,0,1,2,0,2,5,0,0,0,0,0,0,5,0,1,2,0,2
ARUNACHAL PRADESH,2003,Bankruptcy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Insanity/Mental Illness,0,0,2,0,0,2,0,0,0,1,0,1,3,0,0,2,1,0
ARUNACHAL PRADESH,2003,Other Prolonged Illness,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1,0,1
ARUNACHAL PRADESH,2003,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Drug Abuse/Addiction,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ARUNACHAL PRADESH,2003,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Family Problems,0,1,1,1,0,3,0,0,1,0,0,1,4,0,1,2,1,0
ARUNACHAL PRADESH,2003,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Love Affairs,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0
ARUNACHAL PRADESH,2003,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Causes Not known,3,10,23,11,1,48,1,11,8,1,0,21,69,4,21,31,12,1
ARUNACHAL PRADESH,2003,Other Causes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Total,3,11,26,12,2,54,1,14,10,2,0,27,81,4,25,36,14,2
ARUNACHAL PRADESH,2003,Total Illness,0,0,2,0,1,3,0,0,1,1,0,2,5,0,0,3,1,1
ARUNACHAL PRADESH,2004,Bankruptcy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Insanity/Mental Illness,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ARUNACHAL PRADESH,2004,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Drug Abuse/Addiction,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ARUNACHAL PRADESH,2004,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Family Problems,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0
ARUNACHAL PRADESH,2004,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Unemployment,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0
ARUNACHAL PRADESH,2004,Causes Not known,1,18,23,6,0,48,4,12,9,0,0,25,73,5,30,32,6,0
